food,store_name,addr,tel,re_rank1,re_rank2,re_rank3,re_rank4,re_rank5,re_visitor
간장게장,꽃누리들밥 경복궁점,서울 종로구 율곡로1길 31 지하1층,0507-1423-0166,음식이 맛있어요 452,재료가 신선해요 250,양이 많아요 195,가성비가 좋아요 151,매장이 넓어요 144,"작년 여름쯤이었던가.부모님과 경복궁, 국립현대미술관에나들이 나왔다가 들러보았던 경복궁 한식집.그 때 부모님의 호평과 함께내게도 깊은 인상을 남겼던 그 한식집에오랜만에 들러보았다.여전했던 정갈한 음식들과 그 훌륭한 맛.깔끔하게 관리되고 있는 셀프바 속여러 찬들의 존재로 과식을 피하기 어려웠다.또 들러 한식을 제대로 즐길 그 날이무척이나 기다려진다."
간장게장,전주청국장집,서울 서초구 나루터로 70,02-541-3579,음식이 맛있어요 378,재료가 신선해요 127,양이 많아요 111,친절해요 100,매장이 넓어요 99,"37년 전통의 맛으로 잘 알려진 전주청국장집에서 오징어볶음과 함께 맛있는 식사하고 왔어요. ^^청국장 콩도 큼직하고 튼실한 게 좋았고, 맛도 부드럽고 구수하고 향이나 맛이 너무 자극적이지는 않아 제 입맛에 딱 맞는 거 같아요. 오징어볶음도 양도 푸짐하고 재료도 신선하고 맛있었어요~신사역에서 가까와 접근성도 좋고, 매장도 쾌적하고 넓어서 좋았고 밑반찬리필에 밀크커피 후식까지 마실 수 있어서 더 좋았던 거 같아요~넘 든든하고 건강하게 맛있어서 근처 지날 때면 항상 들르는 곳입니다 ^^ 오래도록 번창하세요~~"
간장게장,신가네 명품간장게장,서울 강북구 삼각산로 134 1층,0507-1354-8842,음식이 맛있어요 140,재료가 신선해요 90,친절해요 75,가성비가 좋아요 61,양이 많아요 59,알배기 간장게장정식 시켰는데 알도 꽉차있고 진짜 맛있어요!!! 간장게장 좋아해서 여러군데 다녀봤는데 지금까지 간데중에 최고입니당 인생게장집이에요!!!사장님도 엄청 친절하셔서 기뷴좋게 식사하고 왔습니다오래오래 장사해주세요 자주올게용🤤🤤
간장게장,꽃게나라,서울 마포구 어울마당로 136-3 2층 꽃게나라,02-332-6548,음식이 맛있어요 136,재료가 신선해요 94,친절해요 88,양이 많아요 71,가성비가 좋아요 49,홍대간장게장! 간장게장을 처음먹는 고1 여자 조카아이도 게장맛에 푹빠졌어용! 정말 비린내하나도 안나고 달지도 짜지도않고 너무 간장소스가 맛있어용ㅜㅜ새우장도 엄청 통통 쫄깃쫄깃! 꽃게나라 정말 최고의 간장게장이었습니당♡♡♡ https://m.blog.naver.com/fisrtlandendlove
갈비찜,한상도,서울 동작구 상도로 296 1층,0507-1399-0931,음식이 맛있어요 84,재료가 신선해요 48,매장이 청결해요 38,친절해요 37,건강한 맛이에요 27,오늘은 육개장 먹었어요~매장이 좀 넓었으면 좋겠는데...기다렸다가 먹었는데 지난번 리뷰달아드렸더니 떡갈비를 1접시 서비스로주셨어요☺️ 떡갈비도 부드럾고 맛있어요~
갈비찜,인생식당,서울 서대문구 이화여대8길 3 연화프라자 2층,0507-1437-9895,음식이 맛있어요 173,매장이 넓어요 114,양이 많아요 106,친절해요 90,가성비가 좋아요 55,"이대역 맛집 인생식당에 아이와 함께 방문하였는데 밑반찬이 콩나물, 어묵이 나와 아이가 먹기 좋았고 계란찜이 부들부들해 맛있었어요! 간장찜닭은 맛있었어요! 약간 매콤하고 당면, 만두, 메츄리알이 들어가있어 사이드먹는 재미도 있었답니다!"
갈비찜,브라더매운갈비찜 문래본점,서울 영등포구 선유로 33 문래대림아파트 상가 101호 브라더매운갈비찜,02-833-1129,음식이 맛있어요 3988,매장이 넓어요 2336,친절해요 2219,매장이 청결해요 1611,양이 많아요 1350,매운등갈비찜 1.5단계로 먹고 왔어요!! 맵찔인데 매운거 좋아하는 편인데 딱 좋았습니다ㅎㅎ 고기도 엄청 부드럽고 기본적으로 당면이 들어가있었어요! 계란찜이랑 셀프주먹밥도 추가해서 먹으니까 더 맛있게 먹을 수 있었네요~~ 마무리 볶음밥까지! 치즈사리 시키면 반은 갈비찜에 반은 볶음밥에 넣어서 먹을 수 있답니다👍 주차도 1시간반 무료에요 다음에 또올게용ㅋㅋㅋ
갈비찜,최대감네,서울 종로구 인사동8길 12-3,0507-1401-9355,음식이 맛있어요 816,매장이 넓어요 458,재료가 신선해요 451,단체모임 하기 좋아요 333,인테리어가 멋져요 252,햇살이 눈부시고 가을 바람이 제법 부는 날 따뜻한 샤브 육수가 땡겨서 “최대감”네를 찾았어요. 12시에 갔는데 대기를 20분 정도 했었고 손님들이 계속 입장할 정도로 맛집이에요. 한옥 건물에 한상 푸짐한 샤브를 따뜻하게 잘 먹었네요. 특히 샤브 양념이 맛있어요.
갈비찜,감동식당 노원 본점,서울 노원구 한글비석로47길 58 1층,0507-1311-4481,음식이 맛있어요 18452,친절해요 15772,매장이 청결해요 10384,양이 많아요 9243,고기 질이 좋아요 6615,"https://m.blog.naver.com/tmdgma31/223068432404이 집은 방문하면 맞이해주는 친절에 첫번째 감동하고두 번째 맛에 감동하고, 세번째 서비스에 감동하는 맛집입니다.2021년도 오픈했을때부터 방문했었던 곳인데초심을 유지하는 것도 정말 어려운데 지금까지도 친절과 맛, 서비스가 더 좋아졌으면 좋아졌지 갈 때마다 만족스러운 곳입니다.ㅎ"
갈비찜,대홍집 잠실새내본점,서울 송파구 백제고분로7길 16-13,0507-1448-7915,음식이 맛있어요 1131,친절해요 729,매장이 청결해요 473,재료가 신선해요 454,양이 많아요 401,"평일 점심시간에 미리 예약하고 방문했어요 :-) 외관, 인테리어 다 너무 깔끔하고 예쁘네욥!저희는 4명이서 쭈꾸미파전이랑 눈꽃치즈쭈삼 주문했고,네이버 예약으로 계란찜 서비스 받았어용(전단지 이벤트까지 중복으로 메밀전까지 주셨어요💕)파전에 쭈꾸미 엄청 실하게 올라가 있는거 보이시죠? 진짜 최고최고였어요!! 쭈꾸미 양념에 마약콘치즈 넣고 셀프볶음밥 해먹었는데 요것까지 너무 맛있고 배부르게 먹어서담에 또 예약하고 점심팀회식 오려구요 ><b"
갈비찜,성북동면옥집,서울 성북구 대사관로 40,02-765-3450,음식이 맛있어요 2010,재료가 신선해요 454,친절해요 387,매장이 청결해요 339,주차하기 편해요 333,주말이라 예약이 안되어서 걱정했는데직원분들이 친절하게 대해주시고웨이팅없이 입장하고좌식자리주셔서 넘감사했어요음식맛도 너무좋구요!! 태블릿 주문이라 주문하기도편하고응대도 빠르고 대만족입니다
갈비찜,사대부집 곳간,"서울 영등포구 여의대로 24 전경련회관 50, 51F",02-2055-4441,음식이 맛있어요 355,뷰가 좋아요 335,특별한 날 가기 좋아요 154,재료가 신선해요 135,매장이 넓어요 134,예약후 대기없이 이용했구요오픈하자 마자 들어가서 더더 깔끔한 음식 만났답니다일인일메뉴 깔끔하고 대접하고 싶은분 부모님 같이 오면 좋은곳 같아요세미뷔페 이용가능해서 연어샐러드 고고 했쥬채소도 많고 다른제육이랑 닭도 있고 종류별로 다 맛보고 왔어요밥량이 너무 많아 남기기 너무 아까웠답니다장어가 쫄깃한 식감에 좋았구요전복갈비찜 달달한 간장양념에 갈비살살 녹았어요갈비찜이랑 장어구이가 젤 맛났어요담에 또 오자 정도는 아니구한번쯤 와서 같이 먹을만한 곳 인거 같아요잘먹고 갑니다
갈비찜,소신이쏘 신촌본점,서울 서대문구 연세로5가길 19 1층,0507-1409-3245,음식이 맛있어요 600,친절해요 221,특별한 메뉴가 있어요 177,가성비가 좋아요 163,양이 많아요 146,"매번 사람이 북적이는 소신이쏘요즘 유행하는 감성뿜뿜한 인테리어가 아닌데도사람들이 데이트 맛집, 신촌역 맛집으로 찾는 데는다 이유가 있는 것 같아요 ㅎ 고기도 너무 부드럽고 콘치즈 첨 먹어봤는데 진짜 핵맛있어서 담에 가면 또 머글라구용😝"
갈비찜,24시 산더미불고기,서울 마포구 어울마당로 47,0507-1305-7626,음식이 맛있어요 544,양이 많아요 333,가성비가 좋아요 263,친절해요 227,재료가 신선해요 184,외국인이 많이 찾아오는 곳인가봐요. 젊은 일본인들이 많이 보이더라구요. 맛은 많이 짜고 많이 달아요. 그래도 덜 붐비고 직접 구워줘서 좋았습니다
갈비찜,매우매오 강남역별관,서울 강남구 봉은사로4길 19 1층 매우매오 강남역별관,02-557-5788,음식이 맛있어요 821,친절해요 306,특별한 메뉴가 있어요 251,매장이 청결해요 233,인테리어가 멋져요 214,"맵찔이부터 맵고수까지 누구나가 좋아할 수 밖에 없는, 특히나 스트레스 완전 받는 날이면, 무조건 추천각입니다. 보들하게 유들유들한 갈비찜 고기부터 찐맛이구요, 양념이 완전 잘베어있어 밥에 올려먹어도 비벼 먹어도 너무 맛있어요.게다가 갈비찜 집 같지 않은 감성있는 분위기 무엇? 너무 예뻐요. 예뻐서 한 번에 찾을 수 없는 건 비밀. 입구랑 간판 잘 보고 찾아가셔요.!!!"
갈비찜,신사랑매운갈비찜 수유본점,서울 강북구 노해로8가길 14,0507-1347-3889,음식이 맛있어요 2363,친절해요 1580,양이 많아요 1082,가성비가 좋아요 744,재료가 신선해요 667,"이 동네 사는 친구 만나러 약속잡고 만난 곳인데, 역시 동네주민 추천이라 지역 맛집이네요!! 가게도 되게 편한 분위기고, 사장님도 친절하시고, 맛있어요~ 맵기조절도 단계가 많아서 좋았고, 서비스도 잘 챙겨주시고 기분 좋은 식사였어요!! 찐추천입니다~!!"
갈비찜,곰바로곰탕,서울 강남구 강남대로62길 31,0507-1354-2530,음식이 맛있어요 1842,친절해요 945,재료가 신선해요 929,양이 많아요 885,가성비가 좋아요 635,⭐️ 장사의신이 인정한 강남 곰탕 맛집 곰바로곰탕 ⭐️강남과 양재 사이에 위치한 곰바로곰탕~장사의 신을 보고 나주에서 맛있게 먹던 곰탕 추억을 가지고 방문했습니다.기대한대로 국물은 깊고 제대로 한우 우려낸 맛이 느껴졌고 고기가 듬뿍 들어가있어서 만족💙김치랑 깍두기도 맛있고 소면사리도 시간 잘맞춰서 가면 계속 제공해주시더라구요!점심시간에 주변 직장인들로 웨이팅 각오하셔야합니다~곰탕 땡기시면 고고~
갈비찜,광화문국밥,서울 중구 세종대로21길 53,02-738-5688,음식이 맛있어요 759,혼밥하기 좋아요 264,친절해요 248,특별한 메뉴가 있어요 212,재료가 신선해요 206,"국밥으로 미슐랭을 받을 정도면 얼마나 맛있는걸까!! 궁금증에 찾아가봤어요👀솔- 직히 말하면 국밥 마니아가 아니라서 ’엄청 맛있다, 특별하다‘ 등으로 평가하긴 어렵지만🥹 깔끔 담백한 국물의 슴슴한 듯하면서도 은근 진한 맛이 매력적이었고, 고기가 살코기라서 좋았어요😋수육도(소) 시켰는데 항정, 후지, 사태 세 가지 부위를 고루 맛보는 재미가 있었습니다⭐️"
갈비찜,들풀한상,서울 마포구 동교로 156-5,02-325-7224,음식이 맛있어요 397,친절해요 157,재료가 신선해요 144,매장이 청결해요 110,단체모임 하기 좋아요 94,저의 인생맛집 들풀한상 ..🤍 점심에 이 가격으로 이렇게 푸짐한 식사 가넝? 홍대 찐맛집이에요 ㅠㅠ 모든 식재료도 신선하니 건강한 맛이고 수비드소갈비랑 제육볶음 주문했는데 너무 맛있었던 😭🩷🩷 조만간 재방문이 시급한 곳..!!!!!! 직원분들도 너무너무 친절하셨어요!
갈비찜,서촌기와집 경복궁본점,서울 종로구 자하문로1길 35,0507-1428-3911,음식이 맛있어요 203,친절해요 73,매장이 넓어요 48,양이 많아요 37,가성비가 좋아요 29,사진수정 했더니 만두국이ㅋㅋ인왕산 일출보고 돌아오는길에 따뜻하게 한끼했어요. 이모님들 친절하시고 맛있었어요.잘먹었습니다.
갈비찜,옛촌매운갈비찜,서울 송파구 올림픽로32길 24,02-412-8899,음식이 맛있어요 375,친절해요 159,양이 많아요 108,가성비가 좋아요 96,특별한 메뉴가 있어요 64,예전에송파살때 자주갔는데 리모델링하고 간만에갔는데 역시 존맛이에요 맵찔인데 맛있게먹을만하고 넘 맛있게 잘먹었어요
갈비찜,조선초가한끼 마포점,서울 마포구 독막로 288 대흥 세양아파트 상가 1층,0507-1334-0183,음식이 맛있어요 390,인테리어가 멋져요 254,친절해요 181,특별한 메뉴가 있어요 181,컨셉이 독특해요 180,"원래도 소갈비찜을 좋아했는데 여긴 진짜 맛있어요 너무 달지 않아서 국물도 쑥쑥 들어가고 조선왕대갈비 세트에 쫄면, 샤브샤브가 포함돼서 구성도 좋아요 마치 주막에서 식사하는 거 같은 이색경험 외국인 친구가 있다면 데려오고픈 곳이에요!"
갈비찜,동선식당,서울 성북구 보문로30라길 9 1층,0507-1404-6632,음식이 맛있어요 630,친절해요 273,양이 많아요 244,매장이 넓어요 130,가성비가 좋아요 124,돼지갈비찜 보통맛 2인분으로 주문했습니다.살짝 매콤한데 맛있게 잘 먹었어요! 같이 나오는 매밀전도 저한테는 간이 맞고 맛있더라구요~잘 먹었습니다😁
갈비찜,조양관한정식,서울 서초구 서초대로74길 29 지하1층 조양관 한정식,02-3473-8181,음식이 맛있어요 329,재료가 신선해요 198,친절해요 129,단체모임 하기 좋아요 117,차분한 분위기에요 105,남편과 모처럼의 외식으로 강남한정식의 명가 '조양관'에 다녀왔어요 모든것이 200% 만족했어요 음식하나하나가 어찌나 정갈한지 모든 주위분들께 추천하고픈 맛이네요송년모임등에 추천합니다 ~~~
갈비찜,북촌김치재,서울 종로구 북촌로2길 8,02-3673-0011,음식이 맛있어요 842,매장이 넓어요 297,친절해요 284,가성비가 좋아요 251,양이 많아요 247,"첫방문인데 대만족입니다. 진짜 너무너무너무 맛있었음... 처음에 냄비 받고는, 양이 좀 적나....? 했는데 먹다보니 배부른데 고기가 엄청 남아서 힘내면서 먹었네요. 고기가 진심 엄청 많습니다. 근데 입안에 넣으면 살살녹아요 너무맛있음ㅠㅠㅠㅠㅠㅠ 국물도 미쳤고... 치즈계란말이도 양 푸짐하고 맛있었어요. 안국역 올 일 있으면 무조건 여기만 올거예요."
